ID,acousticness_norm,danceability_norm,energy_norm,tempo_norm,valence_norm,instrumentalness_norm,liveness_norm,loudness_norm,speechiness_norm
1036,0.52409349,0.826901874,0.670140582,0.554348077,0.057451182,0.775100402,0.12084063,0.817815718,0.051403888
1053,0.004451774,0.750826902,0.937648525,0.600751286,0.920863309,0.889558233,0.076941039,0.823651402,0.042008639
1054,0.994979889,0.154355017,0.04662583,0.303152535,0.035971223,0.93373494,0.09048453,0.369046758,0.045464363
1055,0.272083925,0.399117971,0.287986379,0.540061637,0.032887975,0.931726908,0.07834209,0.672309436,0.045356371
1057,0.923694315,0.316427784,0.099021182,0.522300616,0.121274409,0.888554217,0.083479276,0.403578577,0.040388769
1064,0.687749104,0.758544653,0.423751688,0.62864958,0.797533402,0.940763052,0.09048453,0.598037088,0.047300216
1069,0.020475968,0.466372657,0.955750566,0.363999279,0.789311408,0.000370482,0.353181553,1,0.127429806
1071,0.560238288,0.178610805,0.033552133,0.497830697,0.036073998,0.887550201,0.202568593,0.56487979,0.039632829
1076,0.917670182,0.242557883,0.090975831,0.407283682,0.036279548,0.903614458,0.099824869,0.393402301,0.036825054
1090,0.91666616,0.74862183,0.180379801,0.581950663,0.347379239,0.369477912,0.075773497,0.61981239,0.041360691
1100,0.936746603,0.329658214,0.137136036,0.345979513,0.165467626,0.931726908,0.076474022,0.632665364,0.037149028
1114,0.984939667,0.360529217,0.074784561,0.609747307,0.046659815,0.923694779,0.283129013,0.535677253,0.04049676
1118,0.751002501,0.556780595,0.206527194,0.59896317,0.291880781,8.71E-05,0.099824869,0.727410837,0.033909287
1122,0.387546474,0.506063947,0.441853729,0.563820006,0.064645427,0.581325301,0.223584355,0.674021558,0.033693305
1124,0.01425103,0.830209482,0.82702494,0.443369419,0.631038027,0.925702811,0.013309982,0.859750657,0.058963283
1127,0.665660616,0.071554576,0.199487511,0.275087904,0.034121274,0.930722892,0.364856976,0.68559647,0.039848812
1145,0.867469073,0.362734289,0.12305667,0.598025218,0.061459404,0.90060241,0.079976649,0.487593142,0.039632829
1152,0.328309166,0.538037486,0.550465977,0.415960892,0.143884892,0.189759036,0.084646818,0.709132123,0.059719222
1157,0.940762692,0.746416759,0.419729012,0.646951194,0.804727646,0.633534137,0.097489784,0.735223902,0.03174946
1171,0.826304164,0.66923925,0.268878669,0.434964815,0.177800617,3.44E-06,0.083129013,0.716704044,0.034989201
1175,0.718873792,0.628445424,0.443865067,0.341742558,0.544707091,0.000791165,0.074372446,0.808772818,0.046436285
1177,0.812247854,0.446527012,0.299048738,0.43745986,0.096916752,0.091164659,0.510799766,0.725795172,0.034989201
1190,0.972891401,0.643880926,0.075589096,0.273304409,0.196300103,0.873493976,0.089316988,0.578769683,0.048704104
1200,0.272083925,0.878721058,0.49917686,0.443568099,0.384378212,0,0.079509632,0.909088717,0.029481641
1212,0.897589738,0.095479603,0.070359617,0.775279653,0.038335046,0.582329317,0.084646818,0.41187393,0.044060475
1222,0.228910971,0.208379272,0.078002701,0.69383955,0.038746146,0.86746988,0.065615879,0.507969809,0.049136069
1233,0.936746603,0.112458655,0.067443177,1,0.065673176,0.785140562,0.068651489,0.195857146,0.0674946
1237,0.285136213,0.292171996,0.563539673,0.739503486,0.040184995,0.797188755,0.045417396,0.742482336,0.045680346
1241,0.303208612,0.592061742,0.503199536,0.370722038,0.23946557,0.673694779,0.06923526,0.718826111,0.087473002
1247,0.064552541,0.221609702,0.330224475,0.547828618,0.034018499,0.870481928,0.211908932,0.637295329,0.040064795
1273,0.952810958,0.254685777,0.227646242,0.620808672,0.083761562,0.814257028,0.066900175,0.59415467,0.039308855
1281,0.225898905,0.852260198,0.727463713,0.415702147,0.83967112,1.07E-05,0.023000584,0.909305746,0.161987041
1290,0.851404718,0.097464168,0.18138547,0.767873067,0.130524152,0.985943775,0.12084063,0.610576575,0.03812095
1301,0.618471574,0.273428886,0.177362794,0.5419283,0.041007194,0.656626506,0.066082896,0.548481999,0.039740821
1321,0.462848137,0.762954796,0.534375273,0.369682436,0.744090442,0,0.076240514,0.876654851,0.085421166
1324,0.997991956,0.167585447,0.132107691,0.850833299,0.250770812,0.960843373,0.067600701,0.690467578,0.06425486
1333,0.918674204,0.213891951,0.249770959,0.314657463,0.262076053,0.868473896,0.082078225,0.477199836,0.055075594
1347,0.799195565,0.142227122,0.183396808,0.672525401,0.02692703,0.939759036,0.092819615,0.571004847,0.049568035
1353,0.247987392,0.373759647,0.382519261,0.484722472,0.055704008,0.799196787,0.290134267,0.72967759,0.038768898
1360,0.043367674,0.724366042,0.493142846,0.646974296,0.56012333,0.931726908,0.113835377,0.745617208,0.030237581
1365,0.141561042,0.077618523,0.477052143,0.312832384,0.04028777,0.942771084,0.075072971,0.754298392,0.042548596
1368,0.923694315,0.676957001,0.244742614,0.644590143,0.063720452,0.939759036,0.084646818,0.586679206,0.083261339
1369,0.537145778,0.323042999,0.38352493,0.64324097,0.10688592,0.384538153,0.062930531,0.780607201,0.036609071
1387,0.95381498,0.194046307,0.088562225,0.329045553,0.168550874,0.652610442,0.068534734,0.279582339,0.057667387
1409,0.575298621,0.626240353,0.428780033,0.554449727,0.144912641,0.875502008,0.081144191,0.718826111,0.032721382
1420,0.016158673,0.654906284,0.722435368,0.508217475,0.169578623,9.59E-06,0.361354349,0.904724011,0.034989201
1421,0.74598239,0.070231533,0.199487511,0.320987483,0.026824255,0.814257028,0.089316988,0.582724445,0.049568035
1428,0.004070246,0.637265711,0.82702494,0.50826368,0.02651593,0.899598394,0.072621133,0.820154814,0.040280778
1430,0.040757216,0.848952591,0.669134914,0.628400076,0.76053443,4.12E-06,0.180385289,0.867226121,0.065658747
1437,0.993975867,0.187431092,0.054168347,0.59233282,0.041109969,0.899598394,0.558669002,0.303648509,0.045896328
1439,0.746986412,0.55016538,0.543426294,0.375171534,0.391572456,0.001676707,0.034325744,0.789312498,0.04838013
1449,0.984939667,0.390297685,0.073376624,0.300477293,0.04676259,0.865461847,0.071803853,0.655694615,0.042656587
1453,0.066058575,0.390297685,0.172334449,0.515527032,0.037923947,0.84939759,0.096322242,0.563698184,0.058855292
1456,0.537145778,0.390297685,0.441853729,0.536129631,0.067831449,0.888554217,0.143023935,0.722129784,0.039632829
1457,0.728914013,0.540242558,0.646004528,0.45980899,0.270298047,0.879518072,0.095154699,0.63965854,0.042440605
1459,0.761042723,0.195148842,0.379502254,0.558478762,0.037101747,0.939759036,0.127845884,0.754901252,0.042116631
1460,0.001690713,0.891951488,0.717407023,0.600709702,0.528263104,0.136546185,0.033625219,0.811208373,0.036933045
1461,0.93072247,0.117971334,0.084539549,0.39287711,0.063514902,0.869477912,0.068067717,0.48407244,0.048272138
1471,0.796183499,0.253583241,0.369445565,0.744987964,0.02672148,0.921686747,0.097489784,0.721309894,0.050971922
1491,0.756022612,0.638368247,0.563539673,0.392549058,0.38643371,3.80E-05,0.102159953,0.840266223,0.054103672
1501,0.055717146,0.133406836,0.27792969,0.369668575,0.039568345,0.945783133,0.074372446,0.686054643,0.034341253
1523,0.988955756,0.59536935,0.066437508,0.328255456,0.243576567,0.000785141,0.088149445,0.590175794,0.033477322
1552,0.9909638,0.549062845,0.274912683,0.590923582,0.2004111,0.876506024,0.117338004,0.642865755,0.048812095
1600,0.05631956,0.375964719,0.376485247,0.787348276,0.041623844,0.871485944,0.058260362,0.637367672,0.039740821
1607,0.974899446,0.091179713,0.039586147,0.296910303,0.040390545,0.969879518,0.081844717,0.4206998,0.04287257
1624,0.774095011,0.123484013,0.303071414,0.411109417,0.034018499,0.865461847,0.126678342,0.736092021,0.036717063
1660,0.724897925,0.083461963,0.01032118,0.380383405,0.037204522,0.87751004,0.072387624,0.288721696,0.0412527
1668,0.173689752,0.600882029,0.789815188,0.739323288,0.334018499,0.764056225,0.092819615,0.732474861,0.040280778
1688,0.992971845,0.143329658,0.047933199,0.829394397,0.04676259,0.909638554,0.05709282,0.420772143,0.036609071
1689,0.436743561,0.138919515,0.14317005,0.844387767,0.034121274,0.884538153,0.475773497,0.482818491,0.040172786
1690,0.940762692,0.300992282,0.044715059,0.355511507,0.16032888,0.720883534,0.092819615,0.287274832,0.03488121
1691,0.666664639,0.486218302,0.167306105,0.831949508,0.04028777,0.914658635,0.080443666,0.460681473,0.03887689
1702,0.335337321,0.962513782,0.590692735,0.61028328,0.990750257,0.036445783,0.022300058,0.883455111,0.144708423
1704,0.576302643,0.715545755,0.459955771,0.832009574,0.768756423,0,0.098657326,0.857580361,0.048164147
1709,0.993975867,0.195148842,0.070963019,0.307232395,0.034737924,0.952811245,0.071803853,0.498082905,0.049136069
1710,0.991967823,0.506063947,0.328213137,0.352323395,0.040698869,0.859437751,0.060361938,0.758976585,0.062419006
1717,0.10842831,0.863285557,0.893399091,0.517412177,0.874614594,3.07E-05,0.355516637,0.976729605,0.064578834
1723,0.853412763,0.865490628,0.117022657,0.600917622,0.920863309,0.034538153,0.058377116,0.586896236,0.070302376
1731,0.032524234,0.617420066,0.928597504,0.693312819,0.193216855,0.784136546,0.189725628,0.856157612,0.067386609
1744,0.221882816,0.605292172,0.341286834,0.438943025,0.10688592,0.130522088,0.152364273,0.680532446,0.046220302
1752,0.00517467,0.353914002,0.889376415,0.548193634,0.081808839,0.630522088,0.100992411,0.815090791,0.059395248
1766,0.974899446,0.259095921,0.089869595,0.458464439,0.042446043,0.179718876,0.084646818,0.489763438,0.041684665
1790,0.986947712,0.598676957,0.041999753,0.554546757,0.048612539,0.945783133,0.09048453,0.416455666,0.042224622
1802,0.973895424,0.173098126,0.146187056,0.491546881,0.036896197,0.876506024,0.089316988,0.631531988,0.036069114
1817,0.896585716,0.240352811,0.037775943,0.555651045,0.04028777,0.338353414,0.297139521,0.372712146,0.041684665
1834,0.695781282,0.127894157,0.209544201,0.404372797,0.039773895,0.90060241,0.06152948,0.603318141,0.036609071
1871,0.86144494,0.594266814,0.04210032,0.332058088,0.178828366,0.451807229,0.080443666,0.512479201,0.046868251
1881,0.048889795,0.352811466,0.733497727,0.622439692,0.04049332,0.895582329,0.091652072,0.721768068,0.051835853
1895,0.001650552,0.668136714,0.745565754,0.582116999,0.627954779,0.16064257,0.318155283,0.846897683,0.032181425
1934,0.059331626,0.914002205,0.738526071,0.582209408,0.78725591,6.24E-05,0.057326328,0.831560925,0.09524838
1948,0.904617894,0.212789416,0.151215401,0.299687195,0.035354573,0.786144578,0.099824869,0.482384432,0.041144708
1974,0.011640573,0.914002205,0.763667795,0.494434664,0.794450154,1.04E-05,0.359019264,0.907738311,0.114470842
2003,0.504013047,0.990077178,0.717407023,0.637802697,0.712230216,3.39E-05,0.14068885,0.883382768,0.061231102
2011,0.113448421,0.488423374,0.917535146,0.408277079,0.69270298,5.43E-06,0.411558669,0.983795124,0.286177106
2017,0.090556716,0.792723264,0.692265299,0.535796959,0.447070915,0.000426707,0.089316988,0.933902433,0.03174946
2036,0.950802914,0.237045204,0.214572545,0.412241428,0.114080164,0.266064257,0.70344425,0.690973981,0.034557235
2082,0.53312969,0.508269019,0.388553275,0.452171382,0.169578623,0.001927711,0.074022183,0.777737587,0.032721382
2124,0.957831069,0.136714443,0.108977305,0.443558858,0.037204522,0.243975904,0.070169294,0.567797632,0.039848812
2129,0.978915534,0.197353914,0.036770274,0.55386293,0.035354573,0.873493976,0.055224752,0.306494008,0.049136069
2141,0.003216827,0.600882029,0.941671201,0.415854622,0.663926002,0.885542169,0.697606538,0.803660566,0.042332613
2143,0.950802914,0.163175303,0.121045333,0.637294448,0.035971223,0.871485944,0.069585522,0.570739589,0.03887689
2146,0.955823024,0.116868798,0.199487511,0.306932065,0.136690647,0.925702811,0.103327496,0.675154935,0.046436285
2164,0.911646049,0.086218302,0.136130367,0.807756816,0.027852004,0.991967871,0.092819615,0.417950758,0.052699784
2166,0.926706381,0.538037486,0.311116765,0.596061526,0.038643371,0.797188755,0.046935201,0.6188237,0.077429806
2197,0.763050767,0.587651599,0.158255084,0.522157382,0.057451182,0.889558233,0.069935785,0.381947961,0.039632829
2206,0.836344386,0.369349504,0.254799304,0.517176534,0.049743063,0.06375502,0.095154699,0.514263667,0.087473002
2238,0.010234942,0.583241455,0.625891148,0.832009574,0.763617677,0.000287149,0.29130181,0.799946948,0.416846652
2257,0.56124231,0.293274531,0.161272091,0.554260289,0.031243577,0.909638554,0.133683596,0.460874388,0.047300216
2304,0.786143277,0.768467475,0.62387981,0.59181995,0.69373073,0.786144578,0.395213076,0.907931226,0.03412527
2317,0.003166626,0.597574421,0.85518367,0.587513688,0.224049332,0.859437751,0.107997665,0.828618968,0.037365011
2320,0.960843135,0.196251378,0.002476963,0.285848939,0.038026721,0.912650602,0.072154116,0.300441293,0.039956803
2333,0.599395153,0.076185226,0.100931953,0.354467285,0.057759507,0.945783133,0.083362522,0.508452097,0.03574514
2350,0.777107078,0.250275634,0.3262018,0.502021448,0.323741007,0.298192771,0.394045534,0.686488702,0.036933045
2357,0.963855202,0.649393605,0.315139441,0.536000259,0.149023638,0.90562249,0.1255108,0.75193518,0.033153348
2361,0.882529406,0.402425579,0.20049318,0.564628585,0.22610483,0.936746988,0.136018681,0.687284478,0.045032397
2397,0.93072247,0.163175303,0.179374132,0.479219513,0.076053443,0.641566265,0.292469352,0.627577226,0.037904968
2398,0.002664615,0.575523705,0.762662126,0.346469281,0.251798561,0.84939759,0.069352014,0.785164822,0.039740821
2401,0.860440918,0.813671444,0.322179124,0.767055247,0.49331963,0.83935743,0.100992411,0.594371699,0.06112311
2439,0.679716927,0.729878721,0.394587289,0.370860652,0.550873587,0,0.098657326,0.772745907,0.039740821
2467,0.267063814,0.459757442,0.582647383,0.57702526,0.203494347,0.046586345,0.109165207,0.759627674,0.050215983
2517,0.973895424,0.254685777,0.05990066,0.629208655,0.10688592,0.897590361,0.050788091,0.582627987,0.038444924
2547,0.489956736,0.275633958,0.04370939,0.284282605,0.033915725,0.918674699,0.208406305,0.473365647,0.036285097
2596,0.019572348,0.541345094,0.46096144,0.369816429,0.108941418,0.481927711,0.047402218,0.806192578,0.028185745
2612,0.963855202,0.323042999,0.151215401,0.480739642,0.05344296,0.934738956,0.107997665,0.649376643,0.042332613
2642,0.995983911,0.096141125,0.078002701,0.340185465,0.081397739,0.93373494,0.056742557,0.581566954,0.046544276
2643,0.435739539,0.260198456,0.590692735,0.603366462,0.475847893,0.920682731,0.096322242,0.742795823,0.039956803
2661,0.954819002,0.110253583,0.186413815,0.778652584,0.069578623,0.830321285,0.079392878,0.706166052,0.040820734
2675,0.669676705,0.509371555,0.314133772,0.711739185,0.190133607,0.5562249,0.22124927,0.554293569,0.049136069
2685,0.234935104,0.45755237,0.636953507,0.36951148,0.177800617,0.695783133,0.112667834,0.846801225,0.034665227
2691,0.062845704,0.578831312,0.818979588,0.415882345,0.513874615,3.99E-05,0.0813777,0.881067786,0.032721382
2698,0.968875313,0.636163175,0.038077644,0.554837845,0.217882837,0.890562249,0.071220082,0.482095059,0.074406048
2700,0.173689752,0.665931643,0.936642856,0.629818555,0.324768756,0,0.068184472,0.945260315,0.367170626
2706,0.18674204,0.601984564,0.64399319,0.420396527,0.054265159,0.904618474,0.044833625,0.704743302,0.040280778
2757,0.947790847,0.633958104,0.027115852,0.499438615,0.203494347,0.068172691,0.166374781,0.40924546,0.073974082
2773,0.798191543,0.573318633,0.507222212,0.334077226,0.04008222,0.870481928,0.093987157,0.680701247,0.082181425
2808,0.664656594,0.392502756,0.346315179,0.369673195,0.12024666,0.946787149,0.143023935,0.59355181,0.048272138
2839,0.000508979,0.573318633,0.573596363,0.637904347,0.201438849,0.942771084,0.24109749,0.668885191,0.046544276
2914,0.609435375,0.199558986,0.146187056,0.527729648,0.041418294,0.942771084,0.146526562,0.626492078,0.059827214
2943,0.014451835,0.81477398,0.807917229,0.609964469,0.860226105,0.006014056,0.047402218,0.855000121,0.079049676
2949,0.065355759,0.102205072,0.168311773,0.405606458,0.039054471,0.805220884,0.096322242,0.447683812,0.041900648
2972,0.262043703,0.987872106,0.592704073,0.58191832,0.932168551,0.128514056,0.069001751,0.895222938,0.069978402
3007,0.164653552,0.791620728,0.885353739,0.462105356,0.581706064,0.040461847,0.028371278,0.869348188,0.0674946
3019,0.97690749,0.325248071,0.104954629,0.413558257,0.129496403,0.855421687,0.154699358,0.435144325,0.042116631
3023,0.766062834,0.091841235,0.131102022,0.781360169,0.074922919,0.779116466,0.11033275,0.680243073,0.038768898
3188,0.086841834,0.793825799,0.826019271,0.503804943,0.783144913,3.82E-06,0.181552831,0.886469411,0.043412527
3234,0.20079835,0.299889746,0.493142846,0.407681041,0.036690647,0.887550201,0.283129013,0.64990716,0.061555076
3325,7.47E-06,0.513781698,0.728469382,0.60069584,0.551901336,0.158634538,0.100992411,0.829414744,0.032613391
3365,0.9909638,0.216097023,0.064325603,0.312873968,0.041007194,0.977911647,0.257443082,0.493766428,0.035421166
3377,0.165657574,1,0.757633782,0.554135536,0.886947585,0.013855422,0.1255108,0.88690347,0.136069114
3561,0.514053268,0.174200662,0.280946697,0.451912636,0.038540596,0.675702811,0.095154699,0.638693964,0.046112311
3563,0.575298621,0.342888644,0.227646242,0.429854594,0.2004111,0.474899598,0.086981903,0.720104174,0.039848812
3564,0.872489184,0.222712238,0.281952365,0.487503985,0.180883864,0.914658635,0.086981903,0.639947913,0.033045356
3566,0.850400696,0.135611907,0.072069254,0.693155723,0.037410072,0.936746988,0.064448336,0.389085823,0.042548596
3569,0.001208782,0.570011025,0.986926304,0.665890431,0.436793422,0.620481928,0.161704612,0.941257325,0.079913607
3570,0.655620395,0.102976847,0.124062339,0.38573851,0.039054471,0.832329317,0.072037361,0.526947841,0.037473002
3576,0.058126799,0.800441014,0.74958843,0.57753351,1,0.009056225,0.092819615,0.824447177,0.033045356
3580,0.892569627,0.219404631,0.293014724,0.367108844,0.074717369,0.526104418,0.091652072,0.430707275,0.044168467
3581,0.882529406,0.089415656,0.13311336,0.819146233,0.036896197,0.892570281,0.073671921,0.657768454,0.043196544
3582,0.987951734,0.15876516,0.191442159,0.330103637,0.03299075,0.504016064,0.072621133,0.757192119,0.042548596
3588,0.997991956,0.485115766,0.007334344,0.615014624,0.130524152,0.906626506,0.036077058,0.335817116,0.060907127
3590,0.093669184,0.21168688,0.312122434,0.628945289,0.038643371,0.813253012,0.082895505,0.692083243,0.048812095
3592,0.368470053,0.873208379,0.666117907,0.485129072,0.417266187,0.764056225,0.091652072,0.83997685,0.059611231
3593,0.965863246,0.176405733,0.122051001,0.644428427,0.037718397,0.81626506,0.431406888,0.646603487,0.048812095
3595,0.01425103,0.382579934,0.564545342,0.647542612,0.087564234,0.930722892,0.093987157,0.773372881,0.039092873
3596,0.902609849,0.144432194,0.199487511,0.405698867,0.035560123,0.898594378,0.077057793,0.55144807,0.05637149
3597,0.726905969,0.590959206,0.453921757,0.472575302,0.355601233,0.752008032,0.388207823,0.662060817,0.029157667
3598,0.451803894,0.141124587,0.199487511,0.370250752,0.031551901,0.940763052,0.096322242,0.613735562,0.048488121
3600,0.800199588,0.55016538,0.063621635,0.646207301,0.036485098,0.862449799,0.098657326,0.463117027,0.035421166
3601,0.081922125,0.170893054,0.721429699,0.47388751,0.039362795,0.948795181,0.089316988,0.776049579,0.061555076
3603,0.714857703,0.202866593,0.273907014,0.277929483,0.074614594,0.972891566,0.07530648,0.714702549,0.038012959
3608,0.971887379,0.379272326,0.018265965,0.520050455,0.083350462,0.875502008,0.086981903,0.399575587,0.040280778
3609,0.986947712,0.128996692,0.13311336,0.354698308,0.035560123,0.967871486,0.046818447,0.542549857,0.043304536
3610,0.444775738,0.369349504,0.230663249,0.449098781,0.136690647,0.704819277,0.116170461,0.597747715,0.03574514
3612,0.934738559,0.30429989,0.282958034,0.396665881,0.165467626,0,0.104495038,0.7226603,0.041468683
3614,0.825300142,0.471885336,0.389558944,0.585508412,0.035251799,0.725903614,0.246935201,0.634522173,0.066738661
3616,0.782127188,0.368246968,0.515267563,0.443027506,0.1336074,0.93875502,0.123175715,0.664062312,0.05075594
3618,0.887549517,0.22491731,0.226640573,0.359438892,0.036176773,0.833333333,0.082545242,0.69700258,0.04600432
3620,0.598391131,0.525909592,0.27792969,0.701740525,0.209660843,0.000104418,0.059661413,0.672068292,0.029157667
3624,0.955823024,0.525909592,0.028724922,0.439063157,0.056320658,0.822289157,0.092819615,0.404928983,0.033585313
3628,0.905621916,0.183020948,0.187419484,0.279167764,0.094552929,0.896586345,0.099824869,0.548843715,0.036825054
3629,0.863452984,0.21168688,0.269884338,0.612810668,0.07975334,0.904618474,0.107997665,0.562516579,0.044708423
3635,0.90762996,0.156560088,0.170323111,0.440768104,0.035457348,0.93875502,0.082078225,0.649424872,0.039200864
3638,0.922690293,0.080705623,0.209544201,0.272865466,0.03946557,0.912650602,0.115002919,0.645663025,0.042656587
3639,0.831324275,0.863285557,0.496159853,0.507376553,0.424460432,0.918674699,0.214244016,0.70324821,0.064902808
3642,0.887549517,0.168687982,0.16227776,0.317582209,0.060020555,0.946787149,0.096322242,0.568738094,0.046328294
3651,0.914658115,0.194046307,0.043105988,0.791913283,0.196300103,0.889558233,0.088149445,0.416720924,0.039740821
3653,0.992971845,0.298787211,0.282958034,0.560354666,0.036998972,0.960843373,0.085814361,0.553714823,0.047840173
3657,0.995983911,0.450937155,0.020579004,0.342255428,0.135662898,0.87248996,0.095154699,0.281005088,0.067926566
3658,0.06405053,0.442116869,0.455933095,0.480120501,0.038437821,0.939759036,0.124343257,0.659986978,0.041576674
3662,0.002092322,0.691289967,0.757633782,0.794764103,0.478931141,0.000162651,0.134851138,0.885022547,0.239740821
3666,0.002744936,0.657111356,0.552477315,0.577681364,0.176772867,0.059638554,0.077057793,0.741083701,0.03650108
3667,0.826304164,0.351708931,0.060101794,0.351214486,0.039773895,0.932730924,0.075189726,0.537871663,0.045896328
3677,0.973895424,0.19845645,0.035664038,0.330177564,0.043371017,0.977911647,0.063864565,0.336251176,0.038552916
3680,0.859436896,0.126791621,0.059598959,0.851392373,0.036793422,0.935742972,0.099824869,0.521787359,0.042548596
3682,0.707829548,0.27783903,0.201498849,0.424980017,0.174717369,0.089457831,0.118505546,0.896886831,0.044924406
3683,0.899597783,0.512679162,0.33525282,0.327225095,0.181911614,0.941767068,0.092819615,0.807012467,0.029697624
3684,0.957831069,0.103197354,0.021886373,0.347120765,0.032065776,0.941767068,0.082078225,0.303961996,0.071814255
3685,0.943774758,0.137816979,0.096104742,0.303120192,0.034121274,0.916666667,0.056976065,0.547059249,0.044708423
3686,0.350397654,0.770672547,0.391570282,0.503560059,0.28057554,0,0.118505546,0.651980998,0.146868251
3688,0.974899446,0.159867696,0.132107691,0.387189332,0.03967112,0.371485944,0.088149445,0.526803154,0.051079914
3690,0.980923579,0.144432194,0.066739209,0.791308004,0.070606372,0.934738956,0.081727963,0.558103644,0.03812095
3691,0.970883357,0.203969129,0.168311773,0.705071871,0.036485098,0.907630522,0.097489784,0.659384118,0.037365011
3695,0.434735517,0.245865491,0.302065745,0.541706518,0.083556012,0.402610442,0.073671921,0.735392703,0.043736501
3697,0.97690749,0.495038589,0.08192481,0.62385355,0.168550874,0.917670683,0.1558669,0.484410041,0.037257019
3698,0.356421787,0.288864388,0.201498849,0.687061346,0.037615622,0.945783133,0.565674256,0.541320022,0.037904968
3699,0.610439397,0.628445424,0.466995453,0.455576656,0.036896197,0.88253012,0.096322242,0.704791531,0.632829374
3700,0.877509295,0.125689085,0.059096125,0.36492799,0.037307297,0.970883534,0.06316404,0.444621283,0.039740821
3705,0.808231765,0.17199559,0.105960298,0.376382093,0.067112025,0.767068273,0.119673088,0.49931274,0.044168467
3706,0.952810958,0.294377067,0.137136036,0.906158602,0.03946557,0.911646586,0.137186223,0.431575394,0.038984881
3707,0.01876913,0.348401323,0.391570282,0.350613827,0.038232271,0.817269076,0.302977233,0.666015578,0.038552916
3709,0.48694467,0.093384785,0.47001246,0.392655328,0.032887975,0.826305221,0.055107998,0.771516072,0.063822894
3715,0.009030115,0.715545755,0.570579356,0.517860361,0.378211716,0,0.062813777,0.831392124,0.030885529
3719,0.066158977,0.214994487,0.531358267,0.784682275,0.049434738,0.864457831,0.096322242,0.691986785,0.066306695
3720,0.087042638,0.405733186,0.145181387,0.362571559,0.134635149,0.790160643,0.126678342,0.477730353,0.035097192
3722,1,0.222712238,0.003452462,0.325432359,0.036896197,0.880522088,0.096322242,0.217608334,0.055615551
3724,0.899597783,0.912899669,0.315139441,0.646941953,0.220966084,0.949799197,0.312317572,0.578890255,0.090280778
3725,0.017162695,0.294377067,0.327207468,0.355964312,0.129496403,0.003353414,0.068884997,0.816754684,0.036393089
3727,0.807227743,0.230429989,0.458950102,0.683762342,0.130524152,0.450803213,0.109165207,0.6982083,0.07062635
3729,0.647588217,0.106835722,0.155238077,0.410647372,0.035149024,0.790160643,0.298307064,0.587089151,0.045680346
3731,0.952810958,0.083131202,0.00877245,0.832259078,0.034326824,0.87248996,0.096322242,0.286575514,0.054427646
3733,0.998995978,0.300992282,0.026914718,0.608130149,0.058170606,0.916666667,0.12084063,0.501796523,0.035529158
3738,0.23292706,0.625137817,0.61482879,0.739364873,0.634121274,0.773092369,0.044600117,0.729098845,0.03650108
3742,0.110436355,0.539140022,0.015450092,0.554639166,0.029599178,0.56124498,0.072154116,0.379632979,0.049460043
3745,0.915662137,0.415656009,0.308099758,0.650860097,0.065570401,0.526104418,0.116170461,0.602884082,0.046760259
3749,0.963855202,0.312017641,0.167306105,0.452106695,0.032682425,0.948795181,0.048803269,0.613277388,0.046976242
3754,0.782127188,0.30429989,0.149204063,0.487905965,0.034635149,0.947791165,0.129013427,0.576671731,0.040604752
3755,0.988955756,0.613009923,0.18138547,0.568287984,0.298047276,0.930722892,0.12084063,0.626540307,0.051295896
3760,0.982931623,0.474090408,0.02781982,0.713379445,0.115107914,0.784136546,0.274956217,0.275000603,0.03887689
3764,0.941766714,0.528114664,0.14317005,0.550240495,0.22610483,0.916666667,0.097489784,0.576599387,0.043304536
3766,0.979919557,0.181918412,0.006791282,0.598459541,0.039157246,0.8062249,0.061762989,0.165810606,0.048704104
3769,0.082323734,0.714443219,0.568568018,0.387050719,0.258992806,0.96686747,0.096322242,0.860449975,0.044168467
3770,0.698793348,0.459757442,0.374473909,0.346857399,0.440904419,9.18E-06,0.263280794,0.81152186,0.029589633
3773,0.164653552,0.174200662,0.227646242,0.50162871,0.030626927,0.785140562,0.118505546,0.617955581,0.05950324
3779,0.327305144,0.313120176,0.571585025,0.75504669,0.483042138,0.472891566,0.201401051,0.68576527,0.038012959
3783,0.986947712,0.746416759,0.128085015,0.545255026,0.131551901,0.909638554,0.072504378,0.643733873,0.099136069
3787,0.977911512,0.168687982,0.161272091,0.763807068,0.039568345,0.614457831,0.127845884,0.65649039,0.049136069
3794,0.996987933,0.170893054,0.036468573,0.30993536,0.036176773,0.963855422,0.046468184,0.275555234,0.062095032
3798,0.992971845,0.175303197,0.031943063,0.610786909,0.034018499,0.950803213,0.074839463,0.400202561,0.0412527
3801,0.814255898,0.545755237,0.510239218,0.576322951,0.624871531,0,1,0.762593745,0.468682505
3806,0.843372541,0.131201764,0.163283429,0.433865147,0.0336074,0.83935743,0.097489784,0.594178784,0.038012959
3809,0.007594363,0.549062845,0.487108832,0.554703852,0.169578623,0.782128514,0.129013427,0.784007331,0.033909287
3811,0.954819002,0.668136714,0.211555539,0.499235315,0.496402878,0.934738956,0.11033275,0.64448142,0.039632829
3812,0.424695295,0.094377067,0.392575951,0.395455323,0.036998972,0.020481928,0.394045534,0.750030143,0.039200864
3816,0.995983911,0.245865491,0.004196657,0.605528834,0.379239466,0.934738956,0.059544658,0.206009308,0.044708423
3819,0.924698337,0.152149945,0.188425153,0.39614839,0.051079137,0.856425703,0.392877992,0.759603559,0.041684665
